51.9018,51.9018,51.9018,51.9018,51.9018,51.9018,51.9018
52.6587,52.6587,52.6587,52.6587,52.6587,52.6587,52.6587
53.2043,53.2043,53.2043,53.2043,53.2043,53.2043,53.2043
53.378,53.378,53.378,53.378,53.378,53.378,53.378
53.3891,53.3891,53.3891,53.3891,53.3891,53.3891,53.3891
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
52.1396,52.1396,52.1396,52.1396,52.1396,52.1396,52.1396
52.1396,52.1396,52.1396,52.1396,52.1396,52.1396,52.1396
52.1396,52.1396,52.1396,52.1396,52.1396,52.1396,52.1396
52.1396,52.1396,52.1396,52.1396,52.1396,52.1396,52.1396
52.1396,52.1396,52.1396,52.1396,52.1396,52.1396,52.1396
52.6404,52.6404,52.6404,52.6404,52.6404,52.6404,52.6404
52.6404,52.6404,52.6404,52.6404,52.6404,52.6404,52.6404
52.6404,52.6404,52.6404,52.6404,52.6404,52.6404,52.6404
52.6404,52.6404,52.6404,52.6404,52.6404,52.6404,52.6404
52.6404,52.6404,52.6404,52.6404,52.6404,52.6404,52.6404
52.6404,52.6404,52.6404,52.6404,52.6404,52.6404,52.6404
52.6404,52.6404,52.6404,52.6404,52.6404,52.6404,52.6404
52.6587,52.6587,52.6587,52.6587,52.6587,52.6587,52.6587
52.7878,52.7878,52.7878,52.7878,52.7878,52.7878,52.7878
52.8489,52.8489,52.8489,52.8489,52.8489,52.8489,52.8489
52.992,52.992,52.992,52.992,52.992,52.992,52.992
52.992,52.992,52.992,52.992,52.992,52.992,52.992
52.992,52.992,52.992,52.992,52.992,52.992,52.992
52.992,52.992,52.992,52.992,52.992,52.992,52.992
52.992,52.992,52.992,52.992,52.992,52.992,52.992
53.1442,53.1442,53.1442,53.1442,53.1442,53.1442,53.1442
53.2043,53.2043,53.2043,53.2043,53.2043,53.2043,53.2043
53.2469,53.2469,53.2469,53.2469,53.2469,53.2469,53.2469
53.2557,53.2557,53.2557,53.2557,53.2557,53.2557,53.2557
53.2557,53.2557,53.2557,53.2557,53.2557,53.2557,53.2557
53.2751,53.2751,53.2751,53.2751,53.2751,53.2751,53.2751
53.2954,53.2954,53.2954,53.2954,53.2954,53.2954,53.2954
53.2991,53.2991,53.2991,53.2991,53.2991,53.2991,53.2991
53.3223,53.3223,53.3223,53.3223,53.3223,53.3223,53.3223
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.334,53.334,53.334,53.334,53.334,53.334,53.334
53.3397,53.3397,53.3397,53.3397,53.3397,53.3397,53.3397
53.3397,53.3397,53.3397,53.3397,53.3397,53.3397,53.3397
53.3531,53.3531,53.3531,53.3531,53.3531,53.3531,53.3531
53.3629,53.3629,53.3629,53.3629,53.3629,53.3629,53.3629
53.3704,53.3704,53.3704,53.3704,53.3704,53.3704,53.3704
53.3743,53.3743,53.3743,53.3743,53.3743,53.3743,53.3743
53.3755,53.3755,53.3755,53.3755,53.3755,53.3755,53.3755
53.3786,53.3786,53.3786,53.3786,53.3786,53.3786,53.3786
53.3815,53.3815,53.3815,53.3815,53.3815,53.3815,53.3815
53.3853,53.3853,53.3853,53.3853,53.3853,53.3853,53.3853
53.3853,53.3853,53.3853,53.3853,53.3853,53.3853,53.3853
53.3853,53.3853,53.3853,53.3853,53.3853,53.3853,53.3853
53.3853,53.3853,53.3853,53.3853,53.3853,53.3853,53.3853
53.3853,53.3853,53.3853,53.3853,53.3853,53.3853,53.3853
53.3853,53.3853,53.3853,53.3853,53.3853,53.3853,53.3853
53.3853,53.3853,53.3853,53.3853,53.3853,53.3853,53.3853
53.3853,53.3853,53.3853,53.3853,53.3853,53.3853,53.3853
53.3531,53.3531,53.3531,53.3531,53.3531,53.3531,53.3531
53.3891,53.3891,53.3891,53.3891,53.3891,53.3891,53.3891
53.3891,53.3891,53.3891,53.3891,53.3891,53.3891,53.3891
